"LineId","Date","Time","Level","Process","Component","Content","EventId","EventTemplate"
"588","2015-10-18","18:04:03,549","INFO","IPC Server handler 19 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.27696857","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"589","2015-10-18","18:04:03,799","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Recalculating schedule, headroom=<memory:0, vCores:-27>","E54","Recalculating schedule, headroom= <memory: <:NUM:>, vCores: <:NUM:>>"
"590","2015-10-18","18:04:03,799","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","E55","Reduce slow start threshold not met. completedMapsForReduceSlowstart <:NUM:>"
"591","2015-10-18","18:04:04,877","INFO","IPC Server handler 8 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.10685723","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"592","2015-10-18","18:04:04,877","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Got allocated containers 1","E56","Got allocated containers <:NUM:>"
"593","2015-10-18","18:04:04,877","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Assigned container container_1445144423722_0020_01_000009 to attempt_1445144423722_0020_m_000007_0","E57","Assigned container container <:NUM:> <:NUM:> <:NUM:> <:NUM:> to attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>"
"594","2015-10-18","18:04:04,877","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Recalculating schedule, headroom=<memory:0, vCores:-27>","E54","Recalculating schedule, headroom= <memory: <:NUM:>, vCores: <:NUM:>>"
"595","2015-10-18","18:04:04,877","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","E55","Reduce slow start threshold not met. completedMapsForReduceSlowstart <:NUM:>"
"596","2015-10-18","18:04:04,877","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","After Scheduling: PendingReds:1 ScheduledMaps:2 ScheduledReds:0 AssignedMaps:8 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:8 ContRel:0 HostLocal:5 RackLocal:3","E58","After Scheduling: PendingReds: <:NUM:> ScheduledMaps: <:NUM:> ScheduledReds: <:NUM:> AssignedMaps: <:NUM:> AssignedReds: <:NUM:> CompletedMaps: <:NUM:> CompletedReds: <:NUM:> ContAlloc: <:NUM:> ContRel: <:NUM:> HostLocal: <:NUM:> RackLocal: <:NUM:>"
"597","2015-10-18","18:04:04,877","INFO","AsyncDispatcher event handler","org.apache.hadoop.yarn.util.RackResolver","Resolved MSRA-SA-41.fareast.corp.microsoft.com to /default-rack","E46","Resolved <:*:> to /default-rack"
"598","2015-10-18","18:04:04,877","INFO","AsyncDispatcher event handler","org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl","attempt_1445144423722_0020_m_000007_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED","E48","attempt <:NUM:> <:NUM:> <:*:> <:NUM:> <:NUM:> TaskAttempt Transitioned from <:*:> to <:*:>"
"599","2015-10-18","18:04:04,986","INFO","IPC Server handler 27 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.10680563","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"600","2015-10-18","18:04:04,986","INFO","ContainerLauncher #7","org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl","Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_1445144423722_0020_01_000009 taskAttempt attempt_1445144423722_0020_m_000007_0","E64","Processing the event EventType: CONTAINER REMOTE LAUNCH for container container <:NUM:> <:NUM:> <:NUM:> <:NUM:> taskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>"
"601","2015-10-18","18:04:04,986","INFO","ContainerLauncher #7","org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl","Launching attempt_1445144423722_0020_m_000007_0","E65","Launching attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>"
"602","2015-10-18","18:04:04,986","INFO","ContainerLauncher #7","org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy","Opening proxy : MSRA-SA-41.fareast.corp.microsoft.com:7109","E66","Opening proxy : <:*:> <:NUM:>"
"603","2015-10-18","18:04:05,127","INFO","IPC Server handler 5 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.6199081","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"604","2015-10-18","18:04:05,127","INFO","ContainerLauncher #7","org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl","Shuffle port returned by ContainerManager for attempt_1445144423722_0020_m_000007_0 : 13562","E67","Shuffle port returned by ContainerManager for attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> : <:NUM:>"
"605","2015-10-18","18:04:05,127","INFO","AsyncDispatcher event handler","org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl","TaskAttempt: [attempt_1445144423722_0020_m_000007_0] using containerId: [container_1445144423722_0020_01_000009 on NM: [MSRA-SA-41.fareast.corp.microsoft.com:7109]","E68","TaskAttempt: [attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>] using containerId: [container <:NUM:> <:NUM:> <:NUM:> <:NUM:> on NM: <:*:> <:NUM:>]"
"606","2015-10-18","18:04:05,127","INFO","AsyncDispatcher event handler","org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl","attempt_1445144423722_0020_m_000007_0 TaskAttempt Transitioned from ASSIGNED to RUNNING","E48","attempt <:NUM:> <:NUM:> <:*:> <:NUM:> <:NUM:> TaskAttempt Transitioned from <:*:> to <:*:>"
"607","2015-10-18","18:04:05,127","INFO","AsyncDispatcher event handler","org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator","ATTEMPT_START task_1445144423722_0020_m_000007","E69","ATTEMPT START task <:NUM:> <:NUM:> m <:NUM:>"
"608","2015-10-18","18:04:05,127","INFO","AsyncDispatcher event handler","org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl","task_1445144423722_0020_m_000007 Task Transitioned from SCHEDULED to RUNNING","E47","task <:NUM:> <:NUM:> <:*:> <:NUM:> Task Transitioned from <:*:> to <:*:>"
"609","2015-10-18","18:04:05,830","INFO","IPC Server handler 8 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.106964506","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"610","2015-10-18","18:04:05,893","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor","getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=0 finishedContainers=0 resourcelimit=<memory:0, vCores:-27> knownNMs=4","E53","getResources( ) for application <:NUM:> <:NUM:>: ask= <:NUM:> release= <:NUM:> newContainers= <:NUM:> finishedContainers= <:NUM:> resourcelimit= <memory: <:NUM:>, vCores: <:NUM:>> knownNMs= <:NUM:>"
"611","2015-10-18","18:04:05,893","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Recalculating schedule, headroom=<memory:0, vCores:-27>","E54","Recalculating schedule, headroom= <memory: <:NUM:>, vCores: <:NUM:>>"
"612","2015-10-18","18:04:05,893","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","E55","Reduce slow start threshold not met. completedMapsForReduceSlowstart <:NUM:>"
"613","2015-10-18","18:04:06,502","INFO","IPC Server handler 23 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.27776006","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"614","2015-10-18","18:04:06,861","INFO","IPC Server handler 8 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.27772525","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"615","2015-10-18","18:04:06,940","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Recalculating schedule, headroom=<memory:0, vCores:-27>","E54","Recalculating schedule, headroom= <memory: <:NUM:>, vCores: <:NUM:>>"
"616","2015-10-18","18:04:06,940","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","E55","Reduce slow start threshold not met. completedMapsForReduceSlowstart <:NUM:>"
"617","2015-10-18","18:04:06,955","INFO","Socket Reader #1 for port 62270","SecurityLogger.org.apache.hadoop.ipc.Server","Auth successful for job_1445144423722_0020 (auth:SIMPLE)","E70","Auth successful for job <:NUM:> <:NUM:> ( auth: SIMPLE)"
"618","2015-10-18","18:04:06,971","INFO","IPC Server handler 27 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","JVM with ID : jvm_1445144423722_0020_m_000009 asked for a task","E71","JVM with ID : jvm <:NUM:> <:NUM:> m <:NUM:> asked for a task"
"619","2015-10-18","18:04:06,971","INFO","IPC Server handler 27 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","JVM with ID: jvm_1445144423722_0020_m_000009 given task: attempt_1445144423722_0020_m_000007_0","E72","JVM with ID: jvm <:NUM:> <:NUM:> m <:NUM:> given task: attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>"
"620","2015-10-18","18:04:06,971","INFO","IPC Server handler 5 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.27696857","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"621","2015-10-18","18:04:07,908","INFO","IPC Server handler 8 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.10685723","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"622","2015-10-18","18:04:07,955","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Got allocated containers 1","E56","Got allocated containers <:NUM:>"
"623","2015-10-18","18:04:07,955","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Assigned container container_1445144423722_0020_01_000010 to attempt_1445144423722_0020_m_000008_0","E57","Assigned container container <:NUM:> <:NUM:> <:NUM:> <:NUM:> to attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>"
"624","2015-10-18","18:04:07,955","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Recalculating schedule, headroom=<memory:0, vCores:-27>","E54","Recalculating schedule, headroom= <memory: <:NUM:>, vCores: <:NUM:>>"
"625","2015-10-18","18:04:07,955","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","E55","Reduce slow start threshold not met. completedMapsForReduceSlowstart <:NUM:>"
"626","2015-10-18","18:04:07,955","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","After Scheduling: PendingReds:1 ScheduledMaps:1 ScheduledReds:0 AssignedMaps:9 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:9 ContRel:0 HostLocal:6 RackLocal:3","E58","After Scheduling: PendingReds: <:NUM:> ScheduledMaps: <:NUM:> ScheduledReds: <:NUM:> AssignedMaps: <:NUM:> AssignedReds: <:NUM:> CompletedMaps: <:NUM:> CompletedReds: <:NUM:> ContAlloc: <:NUM:> ContRel: <:NUM:> HostLocal: <:NUM:> RackLocal: <:NUM:>"
"627","2015-10-18","18:04:07,955","INFO","AsyncDispatcher event handler","org.apache.hadoop.yarn.util.RackResolver","Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack","E46","Resolved <:*:> to /default-rack"
"628","2015-10-18","18:04:07,955","INFO","AsyncDispatcher event handler","org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl","attempt_1445144423722_0020_m_000008_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED","E48","attempt <:NUM:> <:NUM:> <:*:> <:NUM:> <:NUM:> TaskAttempt Transitioned from <:*:> to <:*:>"
"629","2015-10-18","18:04:08,018","INFO","IPC Server handler 5 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000004_0 is : 0.10680563","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"630","2015-10-18","18:04:08,065","INFO","ContainerLauncher #8","org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl","Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_1445144423722_0020_01_000010 taskAttempt attempt_1445144423722_0020_m_000008_0","E64","Processing the event EventType: CONTAINER REMOTE LAUNCH for container container <:NUM:> <:NUM:> <:NUM:> <:NUM:> taskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>"
"631","2015-10-18","18:04:08,065","INFO","ContainerLauncher #8","org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl","Launching attempt_1445144423722_0020_m_000008_0","E65","Launching attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>"
"632","2015-10-18","18:04:08,065","INFO","ContainerLauncher #8","org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy","Opening proxy : MSRA-SA-39.fareast.corp.microsoft.com:28345","E66","Opening proxy : <:*:> <:NUM:>"
"633","2015-10-18","18:04:08,190","INFO","IPC Server handler 18 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.6199081","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"634","2015-10-18","18:04:08,205","INFO","ContainerLauncher #8","org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl","Shuffle port returned by ContainerManager for attempt_1445144423722_0020_m_000008_0 : 13562","E67","Shuffle port returned by ContainerManager for attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> : <:NUM:>"
"635","2015-10-18","18:04:08,205","INFO","AsyncDispatcher event handler","org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl","TaskAttempt: [attempt_1445144423722_0020_m_000008_0] using containerId: [container_1445144423722_0020_01_000010 on NM: [MSRA-SA-39.fareast.corp.microsoft.com:28345]","E68","TaskAttempt: [attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>] using containerId: [container <:NUM:> <:NUM:> <:NUM:> <:NUM:> on NM: <:*:> <:NUM:>]"
"636","2015-10-18","18:04:08,205","INFO","AsyncDispatcher event handler","org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl","attempt_1445144423722_0020_m_000008_0 TaskAttempt Transitioned from ASSIGNED to RUNNING","E48","attempt <:NUM:> <:NUM:> <:*:> <:NUM:> <:NUM:> TaskAttempt Transitioned from <:*:> to <:*:>"
"637","2015-10-18","18:04:08,205","INFO","AsyncDispatcher event handler","org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator","ATTEMPT_START task_1445144423722_0020_m_000008","E69","ATTEMPT START task <:NUM:> <:NUM:> m <:NUM:>"
"638","2015-10-18","18:04:08,205","INFO","AsyncDispatcher event handler","org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl","task_1445144423722_0020_m_000008 Task Transitioned from SCHEDULED to RUNNING","E47","task <:NUM:> <:NUM:> <:*:> <:NUM:> Task Transitioned from <:*:> to <:*:>"
"639","2015-10-18","18:04:08,877","INFO","IPC Server handler 20 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000006_0 is : 0.106964506","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"640","2015-10-18","18:04:08,987","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor","getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=1 finishedContainers=0 resourcelimit=<memory:0, vCores:-27> knownNMs=4","E53","getResources( ) for application <:NUM:> <:NUM:>: ask= <:NUM:> release= <:NUM:> newContainers= <:NUM:> finishedContainers= <:NUM:> resourcelimit= <memory: <:NUM:>, vCores: <:NUM:>> knownNMs= <:NUM:>"
"641","2015-10-18","18:04:08,987","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Got allocated containers 1","E56","Got allocated containers <:NUM:>"
"642","2015-10-18","18:04:08,987","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Assigned container container_1445144423722_0020_01_000011 to attempt_1445144423722_0020_m_000009_0","E57","Assigned container container <:NUM:> <:NUM:> <:NUM:> <:NUM:> to attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>"
"643","2015-10-18","18:04:08,987","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Recalculating schedule, headroom=<memory:0, vCores:-27>","E54","Recalculating schedule, headroom= <memory: <:NUM:>, vCores: <:NUM:>>"
"644","2015-10-18","18:04:08,987","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","E55","Reduce slow start threshold not met. completedMapsForReduceSlowstart <:NUM:>"
"645","2015-10-18","18:04:08,987","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","After Scheduling: PendingReds:1 ScheduledMaps:0 ScheduledReds:0 AssignedMaps:10 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:10 ContRel:0 HostLocal:7 RackLocal:3","E58","After Scheduling: PendingReds: <:NUM:> ScheduledMaps: <:NUM:> ScheduledReds: <:NUM:> AssignedMaps: <:NUM:> AssignedReds: <:NUM:> CompletedMaps: <:NUM:> CompletedReds: <:NUM:> ContAlloc: <:NUM:> ContRel: <:NUM:> HostLocal: <:NUM:> RackLocal: <:NUM:>"
"646","2015-10-18","18:04:08,987","INFO","AsyncDispatcher event handler","org.apache.hadoop.yarn.util.RackResolver","Resolved MSRA-SA-39.fareast.corp.microsoft.com to /default-rack","E46","Resolved <:*:> to /default-rack"
"647","2015-10-18","18:04:08,987","INFO","AsyncDispatcher event handler","org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl","attempt_1445144423722_0020_m_000009_0 TaskAttempt Transitioned from UNASSIGNED to ASSIGNED","E48","attempt <:NUM:> <:NUM:> <:*:> <:NUM:> <:NUM:> TaskAttempt Transitioned from <:*:> to <:*:>"
"648","2015-10-18","18:04:09,096","INFO","ContainerLauncher #9","org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl","Processing the event EventType: CONTAINER_REMOTE_LAUNCH for container container_1445144423722_0020_01_000011 taskAttempt attempt_1445144423722_0020_m_000009_0","E64","Processing the event EventType: CONTAINER REMOTE LAUNCH for container container <:NUM:> <:NUM:> <:NUM:> <:NUM:> taskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>"
"649","2015-10-18","18:04:09,096","INFO","ContainerLauncher #9","org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl","Launching attempt_1445144423722_0020_m_000009_0","E65","Launching attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>"
"650","2015-10-18","18:04:09,096","INFO","ContainerLauncher #9","org.apache.hadoop.yarn.client.api.impl.ContainerManagementProtocolProxy","Opening proxy : MSRA-SA-39.fareast.corp.microsoft.com:28345","E66","Opening proxy : <:*:> <:NUM:>"
"651","2015-10-18","18:04:09,268","INFO","ContainerLauncher #9","org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncherImpl","Shuffle port returned by ContainerManager for attempt_1445144423722_0020_m_000009_0 : 13562","E67","Shuffle port returned by ContainerManager for attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> : <:NUM:>"
"652","2015-10-18","18:04:09,268","INFO","AsyncDispatcher event handler","org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl","TaskAttempt: [attempt_1445144423722_0020_m_000009_0] using containerId: [container_1445144423722_0020_01_000011 on NM: [MSRA-SA-39.fareast.corp.microsoft.com:28345]","E68","TaskAttempt: [attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:>] using containerId: [container <:NUM:> <:NUM:> <:NUM:> <:NUM:> on NM: <:*:> <:NUM:>]"
"653","2015-10-18","18:04:09,268","INFO","AsyncDispatcher event handler","org.apache.hadoop.mapreduce.v2.app.job.impl.TaskAttemptImpl","attempt_1445144423722_0020_m_000009_0 TaskAttempt Transitioned from ASSIGNED to RUNNING","E48","attempt <:NUM:> <:NUM:> <:*:> <:NUM:> <:NUM:> TaskAttempt Transitioned from <:*:> to <:*:>"
"654","2015-10-18","18:04:09,268","INFO","AsyncDispatcher event handler","org.apache.hadoop.mapreduce.v2.app.speculate.DefaultSpeculator","ATTEMPT_START task_1445144423722_0020_m_000009","E69","ATTEMPT START task <:NUM:> <:NUM:> m <:NUM:>"
"655","2015-10-18","18:04:09,268","INFO","AsyncDispatcher event handler","org.apache.hadoop.mapreduce.v2.app.job.impl.TaskImpl","task_1445144423722_0020_m_000009 Task Transitioned from SCHEDULED to RUNNING","E47","task <:NUM:> <:NUM:> <:*:> <:NUM:> Task Transitioned from <:*:> to <:*:>"
"656","2015-10-18","18:04:09,955","INFO","IPC Server handler 27 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.27776006","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"657","2015-10-18","18:04:10,002","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerRequestor","getResources() for application_1445144423722_0020: ask=4 release= 0 newContainers=1 finishedContainers=0 resourcelimit=<memory:0, vCores:-27> knownNMs=4","E53","getResources( ) for application <:NUM:> <:NUM:>: ask= <:NUM:> release= <:NUM:> newContainers= <:NUM:> finishedContainers= <:NUM:> resourcelimit= <memory: <:NUM:>, vCores: <:NUM:>> knownNMs= <:NUM:>"
"658","2015-10-18","18:04:10,002","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Got allocated containers 1","E56","Got allocated containers <:NUM:>"
"659","2015-10-18","18:04:10,002","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Cannot assign container Container: [ContainerId: container_1445144423722_0020_01_000012, NodeId: MSRA-SA-39.fareast.corp.microsoft.com:28345, NodeHttpAddress: MSRA-SA-39.fareast.corp.microsoft.com:8042, Resource: <memory:1024, vCores:1>, Priority: 20, Token: Token { kind: ContainerToken, service: 172.22.149.145:28345 }, ] for a map as either  container memory less than required <memory:1024, vCores:1> or no pending map tasks - maps.isEmpty=true","E74","Cannot assign container Container: [ContainerId: container <:NUM:> <:NUM:> <:NUM:> <:NUM:>, NodeId: MSRA-SA-<:NUM:>.fareast.corp.microsoft.com: <:NUM:>, NodeHttpAddress: MSRA-SA-<:NUM:>.fareast.corp.microsoft.com: <:NUM:>, Resource: <memory: <:NUM:>, vCores: <:NUM:>>, Priority: <:NUM:>, Token: Token { kind: ContainerToken, service: <*>: <:NUM:> }, ] for a map as either container memory less than required <memory: <:NUM:>, vCores: <:NUM:>> or no pending map tasks - maps.isEmpty= true"
"660","2015-10-18","18:04:10,002","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Recalculating schedule, headroom=<memory:0, vCores:-27>","E54","Recalculating schedule, headroom= <memory: <:NUM:>, vCores: <:NUM:>>"
"661","2015-10-18","18:04:10,002","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","Reduce slow start threshold not met. completedMapsForReduceSlowstart 1","E55","Reduce slow start threshold not met. completedMapsForReduceSlowstart <:NUM:>"
"662","2015-10-18","18:04:10,002","INFO","RMCommunicator Allocator","org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator","After Scheduling: PendingReds:1 ScheduledMaps:0 ScheduledReds:0 AssignedMaps:10 AssignedReds:0 CompletedMaps:0 CompletedReds:0 ContAlloc:11 ContRel:1 HostLocal:7 RackLocal:3","E58","After Scheduling: PendingReds: <:NUM:> ScheduledMaps: <:NUM:> ScheduledReds: <:NUM:> AssignedMaps: <:NUM:> AssignedReds: <:NUM:> CompletedMaps: <:NUM:> CompletedReds: <:NUM:> ContAlloc: <:NUM:> ContRel: <:NUM:> HostLocal: <:NUM:> RackLocal: <:NUM:>"
"663","2015-10-18","18:04:10,315","INFO","IPC Server handler 10 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.27772525","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"664","2015-10-18","18:04:10,424","INFO","IPC Server handler 4 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.27696857","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
"665","2015-10-18","18:04:10,940","INFO","IPC Server handler 8 on 62270","org.apache.hadoop.mapred.TaskAttemptListenerImpl","Progress of TaskAttempt attempt_1445144423722_0020_m_000005_0 is : 0.10685723","E73","Progress of TaskAttempt attempt <:NUM:> <:NUM:> m <:NUM:> <:NUM:> is : <:NUM:>.<:NUM:>"
