"LineId","Date","Time","Level","Component","Content","EventId","EventTemplate"
"253","17/06/09","20:10:53","INFO","executor.Executor","Finished task 1.0 in stage 5.0 (TID 220). 2272 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"254","17/06/09","20:10:53","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 247","E16","Got assigned task <:NUM:>"
"255","17/06/09","20:10:53","INFO","executor.Executor","Running task 0.0 in stage 6.0 (TID 247)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"256","17/06/09","20:10:53","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 261","E16","Got assigned task <:NUM:>"
"257","17/06/09","20:10:53","INFO","executor.Executor","Running task 1.0 in stage 6.0 (TID 261)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"258","17/06/09","20:10:53","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 273","E16","Got assigned task <:NUM:>"
"259","17/06/09","20:10:53","INFO","executor.Executor","Running task 2.0 in stage 6.0 (TID 273)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"260","17/06/09","20:10:53","INFO","broadcast.TorrentBroadcast","Started reading broadcast variable 15","E18","Started reading broadcast variable <:NUM:>"
"261","17/06/09","20:10:53","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 278","E16","Got assigned task <:NUM:>"
"262","17/06/09","20:10:53","INFO","executor.Executor","Running task 3.0 in stage 6.0 (TID 278)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"263","17/06/09","20:10:53","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 279","E16","Got assigned task <:NUM:>"
"264","17/06/09","20:10:53","INFO","executor.Executor","Running task 4.0 in stage 6.0 (TID 279)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"265","17/06/09","20:10:53","INFO","storage.MemoryStore","Block broadcast_15_piece0 stored as bytes in memory (estimated size 5.4 KB, free 407.4 KB)","E19","Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <*>, free <:NUM:>.<:NUM:> <*>)"
"266","17/06/09","20:10:53","INFO","broadcast.TorrentBroadcast","Reading broadcast variable 15 took 15 ms","E20","Reading broadcast variable <:NUM:> took <:NUM:> ms"
"267","17/06/09","20:10:53","INFO","storage.MemoryStore","Block broadcast_15 stored as values in memory (estimated size 9.2 KB, free 416.6 KB)","E21","Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <*>, free <:NUM:>.<:NUM:> <*>)"
"268","17/06/09","20:10:53","INFO","storage.BlockManager","Found block rdd_2_0 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"269","17/06/09","20:10:53","INFO","storage.BlockManager","Found block rdd_2_4 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"270","17/06/09","20:10:53","INFO","storage.BlockManager","Found block rdd_2_3 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"271","17/06/09","20:10:53","INFO","storage.BlockManager","Found block rdd_2_2 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"272","17/06/09","20:10:53","INFO","storage.BlockManager","Found block rdd_2_1 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"273","17/06/09","20:10:53","INFO","python.PythonRunner","Times: total = 39, boot = -107, init = 146, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"274","17/06/09","20:10:53","INFO","python.PythonRunner","Times: total = 41, boot = -100, init = 141, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"275","17/06/09","20:10:53","INFO","python.PythonRunner","Times: total = 42, boot = -99, init = 141, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"276","17/06/09","20:10:53","INFO","python.PythonRunner","Times: total = 39, boot = -103, init = 142, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"277","17/06/09","20:10:53","INFO","python.PythonRunner","Times: total = 42, boot = -101, init = 143, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"278","17/06/09","20:10:53","INFO","executor.Executor","Finished task 0.0 in stage 6.0 (TID 247). 2087 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"279","17/06/09","20:10:53","INFO","executor.Executor","Finished task 3.0 in stage 6.0 (TID 278). 2087 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"280","17/06/09","20:10:53","INFO","executor.Executor","Finished task 2.0 in stage 6.0 (TID 273). 2087 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"281","17/06/09","20:10:53","INFO","executor.Executor","Finished task 4.0 in stage 6.0 (TID 279). 2087 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"282","17/06/09","20:10:53","INFO","executor.Executor","Finished task 1.0 in stage 6.0 (TID 261). 2087 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"283","17/06/09","20:10:53","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 285","E16","Got assigned task <:NUM:>"
"284","17/06/09","20:10:53","INFO","executor.Executor","Running task 0.0 in stage 7.0 (TID 285)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"285","17/06/09","20:10:53","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 299","E16","Got assigned task <:NUM:>"
"286","17/06/09","20:10:53","INFO","executor.Executor","Running task 1.0 in stage 7.0 (TID 299)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"287","17/06/09","20:10:53","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 312","E16","Got assigned task <:NUM:>"
"288","17/06/09","20:10:53","INFO","executor.Executor","Running task 2.0 in stage 7.0 (TID 312)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"289","17/06/09","20:10:53","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 318","E16","Got assigned task <:NUM:>"
"290","17/06/09","20:10:53","INFO","executor.Executor","Running task 3.0 in stage 7.0 (TID 318)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"291","17/06/09","20:10:53","INFO","broadcast.TorrentBroadcast","Started reading broadcast variable 16","E18","Started reading broadcast variable <:NUM:>"
"292","17/06/09","20:10:53","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 319","E16","Got assigned task <:NUM:>"
"293","17/06/09","20:10:53","INFO","executor.Executor","Running task 4.0 in stage 7.0 (TID 319)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"294","17/06/09","20:10:53","INFO","storage.MemoryStore","Block broadcast_16_piece0 stored as bytes in memory (estimated size 5.6 KB, free 422.1 KB)","E19","Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <*>, free <:NUM:>.<:NUM:> <*>)"
"295","17/06/09","20:10:53","INFO","broadcast.TorrentBroadcast","Reading broadcast variable 16 took 13 ms","E20","Reading broadcast variable <:NUM:> took <:NUM:> ms"
"296","17/06/09","20:10:53","INFO","storage.MemoryStore","Block broadcast_16 stored as values in memory (estimated size 9.8 KB, free 432.0 KB)","E21","Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <*>, free <:NUM:>.<:NUM:> <*>)"
"297","17/06/09","20:10:53","INFO","spark.CacheManager","Partition rdd_11_0 not found, computing it","E22","Partition rdd <:NUM:> <:NUM:> not found, computing it"
"298","17/06/09","20:10:53","INFO","spark.CacheManager","Partition rdd_11_4 not found, computing it","E22","Partition rdd <:NUM:> <:NUM:> not found, computing it"
"299","17/06/09","20:10:53","INFO","spark.CacheManager","Partition rdd_11_3 not found, computing it","E22","Partition rdd <:NUM:> <:NUM:> not found, computing it"
"300","17/06/09","20:10:53","INFO","spark.CacheManager","Partition rdd_11_2 not found, computing it","E22","Partition rdd <:NUM:> <:NUM:> not found, computing it"
"301","17/06/09","20:10:53","INFO","spark.CacheManager","Partition rdd_11_1 not found, computing it","E22","Partition rdd <:NUM:> <:NUM:> not found, computing it"
"302","17/06/09","20:10:53","INFO","storage.BlockManager","Found block rdd_2_0 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"303","17/06/09","20:10:53","INFO","storage.BlockManager","Found block rdd_2_4 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"304","17/06/09","20:10:53","INFO","storage.BlockManager","Found block rdd_2_3 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"305","17/06/09","20:10:53","INFO","storage.BlockManager","Found block rdd_2_2 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"306","17/06/09","20:10:53","INFO","storage.BlockManager","Found block rdd_2_1 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"307","17/06/09","20:10:53","INFO","python.PythonRunner","Times: total = 39, boot = -110, init = 149, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"308","17/06/09","20:10:53","INFO","python.PythonRunner","Times: total = 39, boot = -105, init = 144, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"309","17/06/09","20:10:53","INFO","python.PythonRunner","Times: total = 42, boot = -103, init = 144, finish = 1","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"310","17/06/09","20:10:53","INFO","python.PythonRunner","Times: total = 41, boot = -107, init = 148, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"311","17/06/09","20:10:53","INFO","python.PythonRunner","Times: total = 42, boot = -107, init = 148, finish = 1","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"312","17/06/09","20:10:53","INFO","storage.MemoryStore","Block rdd_11_0 stored as bytes in memory (estimated size 152.0 B, free 432.1 KB)","E19","Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <*>, free <:NUM:>.<:NUM:> <*>)"
"313","17/06/09","20:10:53","INFO","storage.MemoryStore","Block rdd_11_3 stored as bytes in memory (estimated size 157.0 B, free 432.3 KB)","E19","Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <*>, free <:NUM:>.<:NUM:> <*>)"
"314","17/06/09","20:10:53","INFO","storage.MemoryStore","Block rdd_11_4 stored as bytes in memory (estimated size 145.0 B, free 432.4 KB)","E19","Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <*>, free <:NUM:>.<:NUM:> <*>)"
"315","17/06/09","20:10:53","INFO","storage.MemoryStore","Block rdd_11_2 stored as bytes in memory (estimated size 199.0 B, free 432.6 KB)","E19","Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <*>, free <:NUM:>.<:NUM:> <*>)"
"316","17/06/09","20:10:53","INFO","storage.MemoryStore","Block rdd_11_1 stored as bytes in memory (estimated size 160.0 B, free 432.7 KB)","E19","Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <*>, free <:NUM:>.<:NUM:> <*>)"
"317","17/06/09","20:10:54","INFO","python.PythonRunner","Times: total = 38, boot = 17, init = 21, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"318","17/06/09","20:10:54","INFO","python.PythonRunner","Times: total = 41, boot = 28, init = 13, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"319","17/06/09","20:10:54","INFO","python.PythonRunner","Times: total = 38, boot = 18, init = 20, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"320","17/06/09","20:10:54","INFO","python.PythonRunner","Times: total = 40, boot = 19, init = 21, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"321","17/06/09","20:10:54","INFO","python.PythonRunner","Times: total = 41, boot = 17, init = 24, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"322","17/06/09","20:10:54","INFO","executor.Executor","Finished task 0.0 in stage 7.0 (TID 285). 2667 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"323","17/06/09","20:10:54","INFO","executor.Executor","Finished task 3.0 in stage 7.0 (TID 318). 2667 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"324","17/06/09","20:10:54","INFO","executor.Executor","Finished task 4.0 in stage 7.0 (TID 319). 2667 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"325","17/06/09","20:10:54","INFO","executor.Executor","Finished task 1.0 in stage 7.0 (TID 299). 2667 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"326","17/06/09","20:10:54","INFO","executor.Executor","Finished task 2.0 in stage 7.0 (TID 312). 2667 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"327","17/06/09","20:10:54","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 321","E16","Got assigned task <:NUM:>"
"328","17/06/09","20:10:54","INFO","executor.Executor","Running task 0.0 in stage 8.0 (TID 321)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"329","17/06/09","20:10:54","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 335","E16","Got assigned task <:NUM:>"
"330","17/06/09","20:10:54","INFO","executor.Executor","Running task 1.0 in stage 8.0 (TID 335)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"331","17/06/09","20:10:54","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 349","E16","Got assigned task <:NUM:>"
"332","17/06/09","20:10:54","INFO","executor.Executor","Running task 2.0 in stage 8.0 (TID 349)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"333","17/06/09","20:10:54","INFO","broadcast.TorrentBroadcast","Started reading broadcast variable 17","E18","Started reading broadcast variable <:NUM:>"
"334","17/06/09","20:10:54","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 358","E16","Got assigned task <:NUM:>"
"335","17/06/09","20:10:54","INFO","executor.Executor","Running task 3.0 in stage 8.0 (TID 358)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"336","17/06/09","20:10:54","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 359","E16","Got assigned task <:NUM:>"
"337","17/06/09","20:10:54","INFO","executor.Executor","Running task 4.0 in stage 8.0 (TID 359)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"338","17/06/09","20:10:54","INFO","storage.MemoryStore","Block broadcast_17_piece0 stored as bytes in memory (estimated size 5.7 KB, free 438.5 KB)","E19","Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <*>, free <:NUM:>.<:NUM:> <*>)"
"339","17/06/09","20:10:54","INFO","broadcast.TorrentBroadcast","Reading broadcast variable 17 took 12 ms","E20","Reading broadcast variable <:NUM:> took <:NUM:> ms"
"340","17/06/09","20:10:54","INFO","storage.MemoryStore","Block broadcast_17 stored as values in memory (estimated size 10.1 KB, free 448.6 KB)","E21","Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <*>, free <:NUM:>.<:NUM:> <*>)"
"341","17/06/09","20:10:54","INFO","storage.BlockManager","Found block rdd_11_0 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"342","17/06/09","20:10:54","INFO","storage.BlockManager","Found block rdd_11_4 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"343","17/06/09","20:10:54","INFO","storage.BlockManager","Found block rdd_11_3 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"344","17/06/09","20:10:54","INFO","storage.BlockManager","Found block rdd_11_2 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"345","17/06/09","20:10:54","INFO","storage.BlockManager","Found block rdd_11_1 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"346","17/06/09","20:10:54","INFO","python.PythonRunner","Times: total = 39, boot = -109, init = 148, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"347","17/06/09","20:10:54","INFO","python.PythonRunner","Times: total = 41, boot = -107, init = 148, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"348","17/06/09","20:10:54","INFO","python.PythonRunner","Times: total = 39, boot = -103, init = 142, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"349","17/06/09","20:10:54","INFO","python.PythonRunner","Times: total = 41, boot = -104, init = 144, finish = 1","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"350","17/06/09","20:10:54","INFO","python.PythonRunner","Times: total = 42, boot = -107, init = 149, finish = 0","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"351","17/06/09","20:10:54","INFO","executor.Executor","Finished task 0.0 in stage 8.0 (TID 321). 2141 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"352","17/06/09","20:10:54","INFO","executor.Executor","Finished task 2.0 in stage 8.0 (TID 349). 2141 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"353","17/06/09","20:10:54","INFO","executor.Executor","Finished task 4.0 in stage 8.0 (TID 359). 2141 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"354","17/06/09","20:10:54","INFO","executor.Executor","Finished task 3.0 in stage 8.0 (TID 358). 2141 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"355","17/06/09","20:10:54","INFO","executor.Executor","Finished task 1.0 in stage 8.0 (TID 335). 2111 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"356","17/06/09","20:10:54","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 360","E16","Got assigned task <:NUM:>"
"357","17/06/09","20:10:54","INFO","executor.Executor","Running task 0.0 in stage 9.0 (TID 360)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"358","17/06/09","20:10:54","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 374","E16","Got assigned task <:NUM:>"
"359","17/06/09","20:10:54","INFO","executor.Executor","Running task 1.0 in stage 9.0 (TID 374)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"360","17/06/09","20:10:54","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 388","E16","Got assigned task <:NUM:>"
"361","17/06/09","20:10:54","INFO","executor.Executor","Running task 2.0 in stage 9.0 (TID 388)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"362","17/06/09","20:10:54","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 398","E16","Got assigned task <:NUM:>"
"363","17/06/09","20:10:54","INFO","broadcast.TorrentBroadcast","Started reading broadcast variable 18","E18","Started reading broadcast variable <:NUM:>"
"364","17/06/09","20:10:54","INFO","executor.Executor","Running task 3.0 in stage 9.0 (TID 398)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"365","17/06/09","20:10:54","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 399","E16","Got assigned task <:NUM:>"
"366","17/06/09","20:10:54","INFO","executor.Executor","Running task 4.0 in stage 9.0 (TID 399)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"367","17/06/09","20:10:54","INFO","storage.MemoryStore","Block broadcast_18_piece0 stored as bytes in memory (estimated size 5.8 KB, free 454.4 KB)","E19","Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <*>, free <:NUM:>.<:NUM:> <*>)"
"368","17/06/09","20:10:54","INFO","broadcast.TorrentBroadcast","Reading broadcast variable 18 took 12 ms","E20","Reading broadcast variable <:NUM:> took <:NUM:> ms"
"369","17/06/09","20:10:54","INFO","storage.MemoryStore","Block broadcast_18 stored as values in memory (estimated size 9.6 KB, free 464.0 KB)","E21","Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <*>, free <:NUM:>.<:NUM:> <*>)"
"370","17/06/09","20:10:54","INFO","storage.BlockManager","Found block rdd_2_0 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"371","17/06/09","20:10:54","INFO","storage.BlockManager","Found block rdd_2_4 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"372","17/06/09","20:10:54","INFO","storage.BlockManager","Found block rdd_2_3 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"373","17/06/09","20:10:54","INFO","storage.BlockManager","Found block rdd_2_2 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"374","17/06/09","20:10:54","INFO","storage.BlockManager","Found block rdd_2_1 locally","E27","Found block rdd <:NUM:> <:NUM:> locally"
"375","17/06/09","20:10:54","INFO","python.PythonRunner","Times: total = 39, boot = -73, init = 111, finish = 1","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"376","17/06/09","20:10:54","INFO","python.PythonRunner","Times: total = 40, boot = -75, init = 114, finish = 1","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"377","17/06/09","20:10:54","INFO","python.PythonRunner","Times: total = 41, boot = -75, init = 115, finish = 1","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"378","17/06/09","20:10:54","INFO","python.PythonRunner","Times: total = 40, boot = -75, init = 114, finish = 1","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"379","17/06/09","20:10:54","INFO","python.PythonRunner","Times: total = 42, boot = -67, init = 108, finish = 1","E25","Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
"380","17/06/09","20:10:54","INFO","executor.Executor","Finished task 0.0 in stage 9.0 (TID 360). 2239 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"381","17/06/09","20:10:54","INFO","executor.Executor","Finished task 2.0 in stage 9.0 (TID 388). 2239 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"382","17/06/09","20:10:54","INFO","executor.Executor","Finished task 3.0 in stage 9.0 (TID 398). 2239 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"383","17/06/09","20:10:54","INFO","executor.Executor","Finished task 1.0 in stage 9.0 (TID 374). 2298 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"384","17/06/09","20:10:54","INFO","executor.Executor","Finished task 4.0 in stage 9.0 (TID 399). 2239 bytes result sent to driver","E26","Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver"
"385","17/06/09","20:10:54","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 402","E16","Got assigned task <:NUM:>"
"386","17/06/09","20:10:54","INFO","executor.Executor","Running task 0.0 in stage 10.0 (TID 402)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"387","17/06/09","20:10:54","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 416","E16","Got assigned task <:NUM:>"
"388","17/06/09","20:10:54","INFO","executor.Executor","Running task 1.0 in stage 10.0 (TID 416)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"389","17/06/09","20:10:54","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 430","E16","Got assigned task <:NUM:>"
"390","17/06/09","20:10:54","INFO","executor.Executor","Running task 2.0 in stage 10.0 (TID 430)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"391","17/06/09","20:10:54","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 438","E16","Got assigned task <:NUM:>"
"392","17/06/09","20:10:54","INFO","executor.Executor","Running task 3.0 in stage 10.0 (TID 438)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"393","17/06/09","20:10:54","INFO","broadcast.TorrentBroadcast","Started reading broadcast variable 19","E18","Started reading broadcast variable <:NUM:>"
"394","17/06/09","20:10:54","INFO","executor.CoarseGrainedExecutorBackend","Got assigned task 439","E16","Got assigned task <:NUM:>"
"395","17/06/09","20:10:54","INFO","executor.Executor","Running task 4.0 in stage 10.0 (TID 439)","E17","Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)"
"396","17/06/09","20:10:54","INFO","storage.MemoryStore","Block broadcast_19_piece0 stored as bytes in memory (estimated size 5.4 KB, free 469.4 KB)","E19","Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <*>, free <:NUM:>.<:NUM:> <*>)"
