"LineId","Time","Component","Pid","Content","EventId","EventTemplate"
"279","20171223-22:15:53:665","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127632","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"280","20171223-22:15:53:673","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"281","20171223-22:15:53:675","Step_StandReportReceiver","30002312","REPORT : 7047 5031 150946 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"282","20171223-22:15:54:350","Step_LSC","30002312","onStandStepChanged 3620","E1","onStandStepChanged <:NUM:>"
"283","20171223-22:15:54:359","Step_LSC","30002312","onExtend:1514038555000 1 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"284","20171223-22:15:54:651","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038440000##7047##548365##8661##15876##27197972","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"285","20171223-22:15:54:651","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038440000##7048##548365##8661##15971##27198970","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"286","20171223-22:15:54:657","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127653","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"287","20171223-22:15:54:660","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"288","20171223-22:15:54:661","Step_StandReportReceiver","30002312","REPORT : 7048 5032 150968 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"289","20171223-22:15:55:349","Step_LSC","30002312","onStandStepChanged 3622","E1","onStandStepChanged <:NUM:>"
"290","20171223-22:15:55:359","Step_LSC","30002312","onExtend:1514038556000 2 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"291","20171223-22:15:55:650","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038440000##7048##548365##8661##15971##27198970","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"292","20171223-22:15:55:650","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038440000##7050##548365##8661##16066##27199969","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"293","20171223-22:15:55:657","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127696","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"294","20171223-22:15:55:659","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"295","20171223-22:15:55:660","Step_StandReportReceiver","30002312","REPORT : 7050 5033 151011 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"296","20171223-22:15:55:848","Step_LSC","30002312","onStandStepChanged 3624","E1","onStandStepChanged <:NUM:>"
"297","20171223-22:15:55:855","Step_LSC","30002312","onExtend:1514038556000 2 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"298","20171223-22:15:56:150","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038440000##7050##548365##8661##16066##27199969","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"299","20171223-22:15:56:151","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038440000##7052##548365##8661##16161##27200470","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"300","20171223-22:15:56:163","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127739","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"301","20171223-22:15:56:169","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"302","20171223-22:15:56:170","Step_StandReportReceiver","30002312","REPORT : 7052 5035 151053 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"303","20171223-22:15:57:851","Step_LSC","30002312","onStandStepChanged 3625","E1","onStandStepChanged <:NUM:>"
"304","20171223-22:15:57:863","Step_LSC","30002312","onExtend:1514038558000 1 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"305","20171223-22:15:58:155","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038440000##7052##548365##8661##16161##27200470","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"306","20171223-22:15:58:156","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038440000##7053##548365##8661##16256##27202475","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"307","20171223-22:15:58:170","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127761","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"308","20171223-22:15:58:174","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"309","20171223-22:15:58:175","Step_StandReportReceiver","30002312","REPORT : 7053 5035 151075 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"310","20171223-22:15:59:849","Step_LSC","30002312","onStandStepChanged 3626","E1","onStandStepChanged <:NUM:>"
"311","20171223-22:15:59:865","Step_LSC","30002312","onExtend:1514038560000 1 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"312","20171223-22:16:0:119","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"313","20171223-22:16:0:150","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038440000##7053##548365##8661##16256##27202475","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"314","20171223-22:16:0:150","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038500000##7054##548458##8661##16256##27204469","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"315","20171223-22:16:0:159","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127782","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"316","20171223-22:16:0:161","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"317","20171223-22:16:0:162","Step_StandReportReceiver","30002312","REPORT : 7054 5036 151096 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"318","20171223-22:16:0:849","Step_LSC","30002312","onStandStepChanged 3626","E1","onStandStepChanged <:NUM:>"
"319","20171223-22:16:0:859","Step_LSC","30002312","onExtend:1514038561000 0 0 0","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"320","20171223-22:16:1:150","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038500000##7054##548458##8661##16256##27204469","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"321","20171223-22:16:1:150","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038500000##7054##548551##8661##16256##27205469","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"322","20171223-22:16:1:165","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127782","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"323","20171223-22:16:1:172","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"324","20171223-22:17:0:123","Step_LSC","30002312","processHandleBroadcastAction action:android.intent.action.TIME_TICK","E4","processHandleBroadcastAction action: <:*:> <:*:>"
"325","20171223-22:17:18:850","Step_LSC","30002312","onStandStepChanged 3626","E1","onStandStepChanged <:NUM:>"
"326","20171223-22:17:18:864","Step_LSC","30002312","onExtend:1514038639000 0 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"327","20171223-22:17:19:151","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038500000##7054##548551##8661##16256##27205469","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"328","20171223-22:17:19:152","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038560000##7054##548552##8661##16256##27283470","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"329","20171223-22:17:19:167","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127782","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"330","20171223-22:17:19:174","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"331","20171223-22:17:20:348","Step_LSC","30002312","onStandStepChanged 3628","E1","onStandStepChanged <:NUM:>"
"332","20171223-22:17:20:358","Step_LSC","30002312","onExtend:1514038641000 2 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"333","20171223-22:17:20:652","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038560000##7054##548552##8661##16256##27283470","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"334","20171223-22:17:20:652","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038560000##7056##548553##8661##16256##27284971","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"335","20171223-22:17:20:662","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127824","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"336","20171223-22:17:20:669","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"337","20171223-22:17:20:675","Step_StandReportReceiver","30002312","REPORT : 7056 5037 151139 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"338","20171223-22:17:20:853","Step_LSC","30002312","onStandStepChanged 3630","E1","onStandStepChanged <:NUM:>"
"339","20171223-22:17:20:859","Step_LSC","30002312","onExtend:1514038641000 2 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"340","20171223-22:17:21:156","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038560000##7056##548553##8661##16256##27284971","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"341","20171223-22:17:21:156","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038560000##7058##548554##8661##16256##27285475","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"342","20171223-22:17:21:162","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127867","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"343","20171223-22:17:21:164","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"344","20171223-22:17:21:165","Step_StandReportReceiver","30002312","REPORT : 7058 5039 151182 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"345","20171223-22:17:21:348","Step_LSC","30002312","onStandStepChanged 3632","E1","onStandStepChanged <:NUM:>"
"346","20171223-22:17:21:353","Step_LSC","30002312","onExtend:1514038642000 2 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"347","20171223-22:17:21:649","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038560000##7058##548554##8661##16256##27285475","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"348","20171223-22:17:21:649","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038560000##7060##548555##8661##16256##27285968","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"349","20171223-22:17:21:659","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127910","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"350","20171223-22:17:21:663","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"351","20171223-22:17:21:668","Step_StandReportReceiver","30002312","REPORT : 7060 5040 151225 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"352","20171223-22:17:21:850","Step_LSC","30002312","onStandStepChanged 3634","E1","onStandStepChanged <:NUM:>"
"353","20171223-22:17:21:859","Step_LSC","30002312","onExtend:1514038642000 2 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"354","20171223-22:17:22:151","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038560000##7060##548555##8661##16256##27285968","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"355","20171223-22:17:22:152","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038560000##7062##548556##8661##16256##27286470","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"356","20171223-22:17:22:162","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127953","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"357","20171223-22:17:22:166","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"358","20171223-22:17:22:170","Step_StandReportReceiver","30002312","REPORT : 7062 5042 151268 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"359","20171223-22:17:22:348","Step_LSC","30002312","onStandStepChanged 3636","E1","onStandStepChanged <:NUM:>"
"360","20171223-22:17:22:363","Step_LSC","30002312","onExtend:1514038643000 2 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"361","20171223-22:17:22:650","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038560000##7062##548556##8661##16256##27286470","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"362","20171223-22:17:22:651","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038560000##7064##548557##8661##16256##27286970","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"363","20171223-22:17:22:661","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=127996","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"364","20171223-22:17:22:665","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"365","20171223-22:17:22:665","Step_StandReportReceiver","30002312","REPORT : 7064 5043 151310 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"366","20171223-22:17:22:849","Step_LSC","30002312","onStandStepChanged 3638","E1","onStandStepChanged <:NUM:>"
"367","20171223-22:17:22:859","Step_LSC","30002312","onExtend:1514038643000 2 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"368","20171223-22:17:23:150","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038560000##7064##548557##8661##16256##27286970","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"369","20171223-22:17:23:150","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038560000##7066##548558##8661##16256##27287469","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"370","20171223-22:17:23:160","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=128039","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"371","20171223-22:17:23:165","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"372","20171223-22:17:23:165","Step_StandReportReceiver","30002312","REPORT : 7066 5045 151353 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"373","20171223-22:17:23:348","Step_LSC","30002312","onStandStepChanged 3640","E1","onStandStepChanged <:NUM:>"
"374","20171223-22:17:23:358","Step_LSC","30002312","onExtend:1514038644000 2 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"375","20171223-22:17:23:653","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038560000##7066##548558##8661##16256##27287469","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"376","20171223-22:17:23:653","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038560000##7068##548559##8661##16256##27287972","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"377","20171223-22:17:23:662","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=128081","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"378","20171223-22:17:23:667","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"379","20171223-22:17:23:668","Step_StandReportReceiver","30002312","REPORT : 7068 5046 151396 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"380","20171223-22:17:23:851","Step_LSC","30002312","onStandStepChanged 3642","E1","onStandStepChanged <:NUM:>"
"381","20171223-22:17:23:861","Step_LSC","30002312","onExtend:1514038644000 2 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"382","20171223-22:17:24:151","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038560000##7068##548559##8661##16256##27287972","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"383","20171223-22:17:24:152","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038560000##7070##548560##8661##16256##27288471","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"384","20171223-22:17:24:162","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=128124","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"385","20171223-22:17:24:166","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"386","20171223-22:17:24:167","Step_StandReportReceiver","30002312","REPORT : 7070 5047 151439 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"387","20171223-22:17:24:348","Step_LSC","30002312","onStandStepChanged 3643","E1","onStandStepChanged <:NUM:>"
"388","20171223-22:17:24:359","Step_LSC","30002312","onExtend:1514038645000 1 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"389","20171223-22:17:24:654","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038560000##7070##548560##8661##16256##27288471","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"390","20171223-22:17:24:654","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038560000##7071##548561##8661##16256##27288973","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"391","20171223-22:17:24:664","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=128146","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"392","20171223-22:17:24:668","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"393","20171223-22:17:24:668","Step_StandReportReceiver","30002312","REPORT : 7071 5048 151460 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"394","20171223-22:17:24:848","Step_LSC","30002312","onStandStepChanged 3646","E1","onStandStepChanged <:NUM:>"
"395","20171223-22:17:24:860","Step_LSC","30002312","onExtend:1514038645000 3 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"396","20171223-22:17:25:150","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038560000##7071##548561##8661##16256##27288973","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"397","20171223-22:17:25:151","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038560000##7074##548562##8661##16256##27289470","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"398","20171223-22:17:25:159","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=128210","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"399","20171223-22:17:25:162","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"400","20171223-22:17:25:163","Step_StandReportReceiver","30002312","REPORT : 7074 5050 151525 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"401","20171223-22:17:27:855","Step_LSC","30002312","onStandStepChanged 3646","E1","onStandStepChanged <:NUM:>"
"402","20171223-22:17:27:859","Step_LSC","30002312","onExtend:1514038648000 0 0 0","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"403","20171223-22:17:28:156","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038560000##7074##548562##8661##16256##27289470","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"404","20171223-22:17:28:156","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038560000##7074##548563##8661##16256##27292475","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"405","20171223-22:17:28:166","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=128210","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"406","20171223-22:17:28:170","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"407","20171223-22:17:44:849","Step_LSC","30002312","onStandStepChanged 3647","E1","onStandStepChanged <:NUM:>"
"408","20171223-22:17:44:869","Step_LSC","30002312","onExtend:1514038665000 1 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"409","20171223-22:17:45:151","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038560000##7074##548563##8661##16256##27292475","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"410","20171223-22:17:45:151","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038560000##7075##548564##8661##16256##27309470","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"411","20171223-22:17:45:162","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=128231","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"412","20171223-22:17:45:166","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"413","20171223-22:17:45:169","Step_StandReportReceiver","30002312","REPORT : 7075 5051 151546 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"414","20171223-22:17:45:348","Step_LSC","30002312","onStandStepChanged 3649","E1","onStandStepChanged <:NUM:>"
"415","20171223-22:17:45:366","Step_LSC","30002312","onExtend:1514038666000 2 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"416","20171223-22:17:45:649","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038560000##7075##548564##8661##16256##27309470","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"417","20171223-22:17:45:650","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038560000##7077##548565##8661##16256##27309969","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"418","20171223-22:17:45:663","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=128274","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"419","20171223-22:17:45:668","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"420","20171223-22:17:45:674","Step_StandReportReceiver","30002312","REPORT : 7077 5052 151589 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"421","20171223-22:17:45:851","Step_LSC","30002312","onStandStepChanged 3651","E1","onStandStepChanged <:NUM:>"
"422","20171223-22:17:45:856","Step_LSC","30002312","onExtend:1514038666000 2 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"423","20171223-22:17:46:154","Step_SPUtils","30002312"," getTodayTotalDetailSteps = 1514038560000##7077##548565##8661##16256##27309969","E6","getTodayTotalDetailSteps = <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"424","20171223-22:17:46:154","Step_SPUtils","30002312","setTodayTotalDetailSteps=1514038560000##7079##548566##8661##16256##27310473","E7","setTodayTotalDetailSteps= <:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>##<:NUM:>"
"425","20171223-22:17:46:163","Step_ExtSDM","30002312","calculateCaloriesWithCache totalCalories=128317","E8","calculateCaloriesWithCache totalCalories= <:NUM:>"
"426","20171223-22:17:46:167","Step_ExtSDM","30002312","calculateAltitudeWithCache totalAltitude=240","E9","calculateAltitudeWithCache totalAltitude= <:NUM:>"
"427","20171223-22:17:46:170","Step_StandReportReceiver","30002312","REPORT : 7079 5054 151632 240","E10","REPORT : <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
"428","20171223-22:17:46:349","Step_LSC","30002312","onStandStepChanged 3653","E1","onStandStepChanged <:NUM:>"
"429","20171223-22:17:46:364","Step_LSC","30002312","onExtend:1514038667000 2 0 4","E2","onExtend: <:NUM:> <:NUM:> <:NUM:> <:NUM:>"
