"LineId","Time","Level","Content","EventId","EventTemplate"
"565","Sun Dec 04 07:17:56 2005","notice","jk2_init() Found child 351 in scoreboard slot 10","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"566","Sun Dec 04 07:18:00 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"567","Sun Dec 04 07:18:00 2005","error","mod_jk child workerEnv in error state 7","E2","mod jk child workerEnv in error state <:NUM:>"
"568","Sun Dec 04 07:18:00 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"569","Sun Dec 04 07:18:00 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"570","Sun Dec 04 07:18:00 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"571","Sun Dec 04 07:18:00 2005","error","mod_jk child workerEnv in error state 7","E2","mod jk child workerEnv in error state <:NUM:>"
"572","Sun Dec 04 07:18:00 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"573","Sun Dec 04 07:18:00 2005","error","mod_jk child workerEnv in error state 8","E2","mod jk child workerEnv in error state <:NUM:>"
"574","Sun Dec 04 07:18:00 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"575","Sun Dec 04 07:18:00 2005","error","mod_jk child workerEnv in error state 7","E2","mod jk child workerEnv in error state <:NUM:>"
"576","Sun Dec 04 07:18:00 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"577","Sun Dec 04 07:18:00 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"578","Sun Dec 04 07:18:00 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"579","Sun Dec 04 07:18:00 2005","error","mod_jk child workerEnv in error state 7","E2","mod jk child workerEnv in error state <:NUM:>"
"580","Sun Dec 04 07:45:45 2005","error","[client 63.13.186.196] Directory index forbidden by rule: /var/www/html/","E4","[client <*>] Directory index forbidden by rule: /var/www/html/"
"581","Sun Dec 04 08:54:17 2005","error","[client 147.31.138.75] Directory index forbidden by rule: /var/www/html/","E4","[client <*>] Directory index forbidden by rule: /var/www/html/"
"582","Sun Dec 04 09:35:12 2005","error","[client 207.203.80.15] Directory index forbidden by rule: /var/www/html/","E4","[client <*>] Directory index forbidden by rule: /var/www/html/"
"583","Sun Dec 04 10:53:30 2005","error","[client 218.76.139.20] Directory index forbidden by rule: /var/www/html/","E4","[client <*>] Directory index forbidden by rule: /var/www/html/"
"584","Sun Dec 04 11:11:07 2005","error","[client 24.147.151.74] Directory index forbidden by rule: /var/www/html/","E4","[client <*>] Directory index forbidden by rule: /var/www/html/"
"585","Sun Dec 04 11:33:18 2005","error","[client 211.141.93.88] Directory index forbidden by rule: /var/www/html/","E4","[client <*>] Directory index forbidden by rule: /var/www/html/"
"586","Sun Dec 04 11:42:43 2005","error","[client 216.127.124.16] Directory index forbidden by rule: /var/www/html/","E4","[client <*>] Directory index forbidden by rule: /var/www/html/"
"587","Sun Dec 04 12:33:13 2005","error","[client 208.51.151.210] Directory index forbidden by rule: /var/www/html/","E4","[client <*>] Directory index forbidden by rule: /var/www/html/"
"588","Sun Dec 04 13:32:32 2005","error","[client 65.68.235.27] Directory index forbidden by rule: /var/www/html/","E4","[client <*>] Directory index forbidden by rule: /var/www/html/"
"589","Sun Dec 04 14:29:00 2005","error","[client 4.245.93.87] Directory index forbidden by rule: /var/www/html/","E4","[client <*>] Directory index forbidden by rule: /var/www/html/"
"590","Sun Dec 04 15:18:36 2005","error","[client 67.154.58.130] Directory index forbidden by rule: /var/www/html/","E4","[client <*>] Directory index forbidden by rule: /var/www/html/"
"591","Sun Dec 04 15:59:01 2005","error","[client 24.83.37.136] Directory index forbidden by rule: /var/www/html/","E4","[client <*>] Directory index forbidden by rule: /var/www/html/"
"592","Sun Dec 04 16:24:03 2005","notice","jk2_init() Found child 1219 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"593","Sun Dec 04 16:24:05 2005","error","[client 58.225.62.140] Directory index forbidden by rule: /var/www/html/","E4","[client <*>] Directory index forbidden by rule: /var/www/html/"
"594","Sun Dec 04 16:24:06 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"595","Sun Dec 04 16:24:06 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"596","Sun Dec 04 16:31:07 2005","notice","jk2_init() Found child 1248 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"597","Sun Dec 04 16:32:37 2005","notice","jk2_init() Found child 1253 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"598","Sun Dec 04 16:32:56 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"599","Sun Dec 04 16:32:56 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"600","Sun Dec 04 16:32:58 2005","notice","jk2_init() Found child 1254 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"601","Sun Dec 04 16:32:58 2005","notice","jk2_init() Found child 1256 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"602","Sun Dec 04 16:32:58 2005","notice","jk2_init() Found child 1255 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"603","Sun Dec 04 16:32:58 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"604","Sun Dec 04 16:32:58 2005","error","mod_jk child workerEnv in error state 7","E2","mod jk child workerEnv in error state <:NUM:>"
"605","Sun Dec 04 16:32:58 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"606","Sun Dec 04 16:32:58 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"607","Sun Dec 04 16:32:58 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"608","Sun Dec 04 16:32:58 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"609","Sun Dec 04 16:35:49 2005","notice","jk2_init() Found child 1262 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"610","Sun Dec 04 16:35:52 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"611","Sun Dec 04 16:35:52 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"612","Sun Dec 04 16:41:15 2005","notice","jk2_init() Found child 1275 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"613","Sun Dec 04 16:41:16 2005","notice","jk2_init() Found child 1276 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"614","Sun Dec 04 16:41:22 2005","notice","jk2_init() Found child 1277 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"615","Sun Dec 04 16:41:22 2005","notice","jk2_init() Found child 1278 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"616","Sun Dec 04 16:41:22 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"617","Sun Dec 04 16:41:22 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"618","Sun Dec 04 16:41:22 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"619","Sun Dec 04 16:41:22 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"620","Sun Dec 04 16:41:22 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"621","Sun Dec 04 16:41:22 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"622","Sun Dec 04 16:41:22 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"623","Sun Dec 04 16:41:22 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"624","Sun Dec 04 16:45:52 2005","notice","jk2_init() Found child 1283 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"625","Sun Dec 04 16:45:52 2005","notice","jk2_init() Found child 1284 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"626","Sun Dec 04 16:46:09 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"627","Sun Dec 04 16:46:13 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"628","Sun Dec 04 16:46:45 2005","notice","jk2_init() Found child 1288 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"629","Sun Dec 04 16:47:11 2005","notice","jk2_init() Found child 1291 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"630","Sun Dec 04 16:47:59 2005","notice","jk2_init() Found child 1296 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"631","Sun Dec 04 16:47:59 2005","notice","jk2_init() Found child 1300 in scoreboard slot 10","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"632","Sun Dec 04 16:47:59 2005","notice","jk2_init() Found child 1298 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"633","Sun Dec 04 16:47:59 2005","notice","jk2_init() Found child 1297 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"634","Sun Dec 04 16:47:59 2005","notice","jk2_init() Found child 1299 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"635","Sun Dec 04 16:48:01 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"636","Sun Dec 04 16:48:01 2005","error","mod_jk child workerEnv in error state 8","E2","mod jk child workerEnv in error state <:NUM:>"
"637","Sun Dec 04 16:48:01 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"638","Sun Dec 04 16:48:01 2005","error","mod_jk child workerEnv in error state 7","E2","mod jk child workerEnv in error state <:NUM:>"
"639","Sun Dec 04 16:48:01 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"640","Sun Dec 04 16:48:01 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"641","Sun Dec 04 16:48:01 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"642","Sun Dec 04 16:48:01 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"643","Sun Dec 04 16:48:01 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"644","Sun Dec 04 16:48:01 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"645","Sun Dec 04 16:50:53 2005","notice","jk2_init() Found child 1308 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"646","Sun Dec 04 16:50:53 2005","notice","jk2_init() Found child 1309 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"647","Sun Dec 04 16:51:26 2005","notice","jk2_init() Found child 1313 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"648","Sun Dec 04 16:51:26 2005","notice","jk2_init() Found child 1312 in scoreboard slot 10","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"649","Sun Dec 04 16:52:34 2005","notice","jk2_init() Found child 1320 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"650","Sun Dec 04 16:52:45 2005","notice","jk2_init() Found child 1321 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"651","Sun Dec 04 16:52:45 2005","notice","jk2_init() Found child 1322 in scoreboard slot 10","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"652","Sun Dec 04 16:52:45 2005","notice","jk2_init() Found child 1323 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"653","Sun Dec 04 16:52:46 2005","notice","jk2_init() Found child 1324 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"654","Sun Dec 04 16:52:46 2005","notice","jk2_init() Found child 1325 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"655","Sun Dec 04 16:52:49 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"656","Sun Dec 04 16:52:49 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"657","Sun Dec 04 16:52:49 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"658","Sun Dec 04 16:52:49 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"659","Sun Dec 04 16:52:49 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"660","Sun Dec 04 16:52:49 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"661","Sun Dec 04 16:52:49 2005","error","mod_jk child workerEnv in error state 7","E2","mod jk child workerEnv in error state <:NUM:>"
"662","Sun Dec 04 16:52:49 2005","error","mod_jk child workerEnv in error state 7","E2","mod jk child workerEnv in error state <:NUM:>"
"663","Sun Dec 04 16:52:49 2005","error","mod_jk child workerEnv in error state 8","E2","mod jk child workerEnv in error state <:NUM:>"
"664","Sun Dec 04 16:52:49 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"665","Sun Dec 04 16:55:54 2005","notice","jk2_init() Found child 1331 in scoreboard slot 10","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"666","Sun Dec 04 16:56:25 2005","notice","jk2_init() Found child 1338 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"667","Sun Dec 04 16:56:25 2005","notice","jk2_init() Found child 1334 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"668","Sun Dec 04 16:56:25 2005","notice","jk2_init() Found child 1336 in scoreboard slot 10","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"669","Sun Dec 04 16:56:25 2005","notice","jk2_init() Found child 1337 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"670","Sun Dec 04 16:56:25 2005","notice","jk2_init() Found child 1335 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"671","Sun Dec 04 16:56:27 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"672","Sun Dec 04 16:56:27 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"673","Sun Dec 04 16:56:27 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"674","Sun Dec 04 16:56:27 2005","error","mod_jk child workerEnv in error state 7","E2","mod jk child workerEnv in error state <:NUM:>"
"675","Sun Dec 04 16:56:27 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"676","Sun Dec 04 16:56:27 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"677","Sun Dec 04 16:56:27 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"678","Sun Dec 04 16:56:27 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"679","Sun Dec 04 16:56:27 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"680","Sun Dec 04 16:56:27 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"681","Sun Dec 04 17:01:43 2005","notice","jk2_init() Found child 1358 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"682","Sun Dec 04 17:01:43 2005","notice","jk2_init() Found child 1356 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"683","Sun Dec 04 17:01:43 2005","notice","jk2_init() Found child 1354 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"684","Sun Dec 04 17:01:43 2005","notice","jk2_init() Found child 1357 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"685","Sun Dec 04 17:01:43 2005","notice","jk2_init() Found child 1355 in scoreboard slot 10","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"686","Sun Dec 04 17:01:47 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"687","Sun Dec 04 17:01:47 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"688","Sun Dec 04 17:01:47 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"689","Sun Dec 04 17:01:47 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"690","Sun Dec 04 17:01:47 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"691","Sun Dec 04 17:01:47 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"692","Sun Dec 04 17:01:47 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"693","Sun Dec 04 17:01:47 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"694","Sun Dec 04 17:01:47 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"695","Sun Dec 04 17:01:47 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"696","Sun Dec 04 17:05:45 2005","notice","jk2_init() Found child 1375 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"697","Sun Dec 04 17:05:45 2005","notice","jk2_init() Found child 1376 in scoreboard slot 10","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"698","Sun Dec 04 17:05:45 2005","notice","jk2_init() Found child 1377 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"699","Sun Dec 04 17:05:48 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"700","Sun Dec 04 17:05:48 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"701","Sun Dec 04 17:05:48 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"702","Sun Dec 04 17:05:48 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"703","Sun Dec 04 17:05:48 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"704","Sun Dec 04 17:05:48 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"705","Sun Dec 04 17:11:23 2005","notice","jk2_init() Found child 1387 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"706","Sun Dec 04 17:11:37 2005","notice","jk2_init() Found child 1390 in scoreboard slot 10","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"707","Sun Dec 04 17:11:37 2005","notice","jk2_init() Found child 1388 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"708","Sun Dec 04 17:11:37 2005","notice","jk2_init() Found child 1389 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"709","Sun Dec 04 17:12:42 2005","notice","jk2_init() Found child 1393 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"710","Sun Dec 04 17:12:50 2005","notice","jk2_init() Found child 1395 in scoreboard slot 10","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"711","Sun Dec 04 17:12:50 2005","notice","jk2_init() Found child 1396 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"712","Sun Dec 04 17:12:50 2005","notice","jk2_init() Found child 1394 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"713","Sun Dec 04 17:12:54 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"714","Sun Dec 04 17:12:54 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"715","Sun Dec 04 17:12:54 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"716","Sun Dec 04 17:12:54 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"717","Sun Dec 04 17:12:55 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"718","Sun Dec 04 17:12:55 2005","error","mod_jk child workerEnv in error state 7","E2","mod jk child workerEnv in error state <:NUM:>"
"719","Sun Dec 04 17:12:55 2005","error","mod_jk child workerEnv in error state 7","E2","mod jk child workerEnv in error state <:NUM:>"
"720","Sun Dec 04 17:12:55 2005","error","mod_jk child workerEnv in error state 7","E2","mod jk child workerEnv in error state <:NUM:>"
"721","Sun Dec 04 17:12:56 2005","notice","jk2_init() Found child 1397 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"722","Sun Dec 04 17:12:57 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"723","Sun Dec 04 17:12:57 2005","error","mod_jk child workerEnv in error state 7","E2","mod jk child workerEnv in error state <:NUM:>"
"724","Sun Dec 04 17:17:07 2005","notice","jk2_init() Found child 1414 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"725","Sun Dec 04 17:17:07 2005","notice","jk2_init() Found child 1412 in scoreboard slot 10","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"726","Sun Dec 04 17:17:07 2005","notice","jk2_init() Found child 1413 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"727","Sun Dec 04 17:20:38 2005","notice","jk2_init() Found child 1448 in scoreboard slot 6","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"728","Sun Dec 04 17:20:38 2005","notice","jk2_init() Found child 1439 in scoreboard slot 7","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"729","Sun Dec 04 17:20:38 2005","notice","jk2_init() Found child 1441 in scoreboard slot 9","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"730","Sun Dec 04 17:20:38 2005","notice","jk2_init() Found child 1450 in scoreboard slot 11","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"731","Sun Dec 04 17:20:39 2005","notice","jk2_init() Found child 1449 in scoreboard slot 10","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"732","Sun Dec 04 17:20:39 2005","notice","jk2_init() Found child 1440 in scoreboard slot 8","E3","jk2 init() Found child <:NUM:> in scoreboard slot <:NUM:>"
"733","Sun Dec 04 17:20:44 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"734","Sun Dec 04 17:20:44 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"735","Sun Dec 04 17:20:44 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"736","Sun Dec 04 17:20:44 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"737","Sun Dec 04 17:20:44 2005","notice","workerEnv.init() ok /etc/httpd/conf/workers2.properties","E1","workerEnv.init() ok /etc/httpd/conf/workers2.properties"
"738","Sun Dec 04 17:20:46 2005","error","mod_jk child workerEnv in error state 7","E2","mod jk child workerEnv in error state <:NUM:>"
"739","Sun Dec 04 17:20:46 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"740","Sun Dec 04 17:20:46 2005","error","mod_jk child workerEnv in error state 6","E2","mod jk child workerEnv in error state <:NUM:>"
"741","Sun Dec 04 17:20:46 2005","error","mod_jk child workerEnv in error state 7","E2","mod jk child workerEnv in error state <:NUM:>"
